"IsDifferentContent","IsReferencePath","FullName","LengthBytes","CreationTime","LastWriteTime","SHA256","Preview"
"False","True","G:\code\PublicRandomLittleThings\SFI\SFI.md","34036","2026/7/13 12:42:39","2026/7/14 13:01:48","446A2538005BEF9EEBCED4D468CC554BF1EBA513668782E20B6F85DD57CABD98","# 可分多项式势能面 | 置换不变量描述符是一类向神经网络势能面（potential energy surface, PES）中严格引入全同粒子置换对称性的技术。设一个含 $N$ 个原子的体系，其笛卡尔坐标为 | $$"
